language,text_size,pattern_size,case_type,run_number,execution_time_seconds
Python,500000,200,worst,5,0.8768325000419281
Python,500000,200,worst,6,0.8784119169577025
Python,500000,200,worst,7,0.8754192090127617
Python,500000,200,worst,8,0.8760967089910991
Python,500000,200,worst,9,0.8757475829916075
Python,500000,200,worst,10,0.8872500829747878
Python,500000,200,worst,11,0.8783461249549873
Python,500000,200,worst,12,0.8731523330206983
Python,500000,200,worst,13,0.8807430000160821
Python,500000,200,worst,14,0.881298833002802
Python,500000,200,worst,15,0.8798976250109263
Python,500000,200,worst,16,0.8827659169910476
Python,500000,200,worst,17,0.8814640000346117
Python,500000,200,worst,18,0.8776528330054134
Python,500000,200,worst,19,0.881250332982745
Python,500000,200,worst,20,0.881842750008218
Python,500000,200,worst,21,0.8794911250006407
Python,500000,200,worst,22,0.8852542910026386
Python,500000,200,worst,23,0.883039667038247
Python,500000,200,worst,24,0.8799298330559395
Python,500000,200,worst,25,0.8726018750458024
